0.0	0.0
0.09833333333333333	0.0016666666666666668
0.105	0.0016666666666666668
0.10833333333333334	0.0016666666666666668
0.11333333333333333	0.0016666666666666668
0.11833333333333333	0.0016666666666666668
0.12833333333333333	0.0016666666666666668
0.13333333333333333	0.0016666666666666668
0.13666666666666666	0.0016666666666666668
0.13833333333333334	0.0016666666666666668
0.14166666666666666	0.0016666666666666668
0.145	0.0016666666666666668
0.14666666666666667	0.0033333333333333335
0.15	0.0033333333333333335
0.155	0.0033333333333333335
0.15666666666666668	0.0033333333333333335
0.16166666666666665	0.0033333333333333335
0.165	0.0033333333333333335
0.16833333333333333	0.0033333333333333335
0.17	0.0033333333333333335
0.17333333333333334	0.0033333333333333335
0.17666666666666667	0.0033333333333333335
0.18333333333333332	0.0033333333333333335
0.18666666666666668	0.0033333333333333335
0.19166666666666668	0.0033333333333333335
0.20333333333333334	0.0033333333333333335
0.21166666666666667	0.0033333333333333335
0.21833333333333332	0.0033333333333333335
0.22333333333333333	0.0033333333333333335
0.22666666666666666	0.0033333333333333335
0.23	0.005
0.23333333333333334	0.005
0.23666666666666666	0.005
0.24	0.005
0.24333333333333335	0.005
0.24833333333333332	0.006666666666666667
0.25666666666666665	0.006666666666666667
0.25833333333333336	0.006666666666666667
0.265	0.006666666666666667
0.26666666666666666	0.006666666666666667
0.275	0.006666666666666667
0.27666666666666667	0.008333333333333333
0.2783333333333333	0.008333333333333333
0.2833333333333333	0.008333333333333333
0.29333333333333333	0.011666666666666667
0.3016666666666667	0.013333333333333334
0.31166666666666665	0.015
0.315	0.015
0.315	0.016666666666666666
0.32166666666666666	0.016666666666666666
0.33666666666666667	0.016666666666666666
0.3466666666666667	0.02
0.3516666666666667	0.02
0.37166666666666665	0.02
0.37833333333333335	0.021666666666666667
0.38166666666666665	0.021666666666666667
0.3933333333333333	0.021666666666666667
0.40166666666666667	0.023333333333333334
0.415	0.023333333333333334
0.425	0.025
0.435	0.025
0.45	0.025
0.47	0.025
0.4816666666666667	0.028333333333333332
0.49333333333333335	0.03
0.51	0.03166666666666667
0.5266666666666666	0.035
0.5383333333333333	0.03833333333333333
0.5633333333333334	0.043333333333333335
0.5833333333333334	0.04833333333333333
0.5983333333333334	0.051666666666666666
0.62	0.06
0.6733333333333333	0.08333333333333333
0.7066666666666667	0.10666666666666667
0.7416666666666667	0.13833333333333334
0.835	0.225
1.0	1.0
